"TABLA_PUENTE_ID","SISTEMA_ORIGEN","TIPO_DOCUMENTO","TIPO_MOVIMIENTO","UNIDAD_NEGOCIO_ORIGEN","NOMBRE_FISCAL_ORIGEN","EMPRESA_ORIGEN","RFC_ORIGEN","UNIDAD_NEGOCIO_DESTINO","NOMBRE_FISCAL_DESTINO","EMPRESA_DESTINO","RFC_DESTINO","SUCURSAL_VENTA","NUMERO_DOCUMENTO","FECHA_MOVIMIENTO","REFERENCIA_APLICACION","ADICIONAL1","ADICIONAL2","ADICIONAL3","ADICIONAL4","ADICIONAL5","ADICIONAL6","ADICIONAL7","ADICIONAL8","ADICIONAL9","ADICIONAL10","ESTATUS","DETALLE_ERROR","CREATION_DATE","CREATED_BY","LAST_UPDATE_DATE","LAST_UPDATED_BY","LAST_UPDATE_LOGIN","ESTATUSAP"
968378,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","26921156ERP04PERTF",26/09/21,"473410","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968379,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SUR","2692125ERP01PERTF",26/09/21,"473411","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968380,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERT04GTTP1TF",26/09/21,"473412","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968381,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","CAPU","2692115ERT04GTTP1*",26/09/21,"968381","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968382,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","MIYANA","26921294TPP01GTTP1TF",26/09/21,"473413","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968383,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","2692120ERP01SERTF",26/09/21,"473414","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968384,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","26921156ERP01SERTF",26/09/21,"473415","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968385,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","2692123ERT04ITPTF",26/09/21,"473416","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968447,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","PASDEST","26921277TPP1MSTPTF",26/09/21,"473457","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968448,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","26921277ERP4MSERTF",26/09/21,"473458","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968449,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERP1MSERTF",26/09/21,"473459","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968450,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","26921115ERP4MSERTF",26/09/21,"473460","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968451,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","2692117ERP1MSERTF",26/09/21,"473461","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968452,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CNORTE","26921279ERP1MSERTF",26/09/21,"473462","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968453,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","26921115ERP4MSAERTF",26/09/21,"473463","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968454,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERP4MSERTF",26/09/21,"473464","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968455,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PCHALCO","26921292ERP1MSERTF",26/09/21,"473465","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968456,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","2692119ERP4MSERTF",26/09/21,"473466","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968457,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","WTC","2692191TPP1MSTPTF",26/09/21,"473467","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968458,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","WEB","26921115TPP4MSGTPTF",26/09/21,"473468","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968459,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","26921277ERT4MSTTP1TF",26/09/21,"473469","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968460,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","PASDEST","26921277ERT4MSTTP1*",26/09/21,"968460","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968461,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SUR","2692125ERP1MSERTF",26/09/21,"473470","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968462,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","26921277ERP1MSERTF",26/09/21,"473471","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968305,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPU","2692115TPP01BTPTF",26/09/21,"473349","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968306,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","2692123ERP01SERTF",26/09/21,"473350","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968307,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","2692118ERP16SERTF",26/09/21,"473351","","4228","","","","","","","","","E","",28/09/21,,28/09/21,,,""
968308,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","PCHALCO","26921292TPP01ITPTF",26/09/21,"473352","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968309,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","TAPO","2692118TPP01ITPTF",26/09/21,"473353","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968310,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","2692120ERP04PERTF",26/09/21,"473354","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968311,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CNORTE","26921279ERP04PERTF",26/09/21,"473355","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968312,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","26921156ERP01PERTF",26/09/21,"473356","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968313,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERT04TCTTF",26/09/21,"473357","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968314,"PORTAL*","FACTURA","INTERCOS","TMS","CONTACTOS TERRESTRES SA DE CV","Contactos Terrestres","CTE060224DA3","","","","AMP521016875","CAPU","2692115ERT04TCT*",26/09/21,"968314","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968315,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","STAFE","26921103ERT04GTTP1TF",26/09/21,"473358","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968316,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","STAFE","26921103ERT04GTTP1*",26/09/21,"968316","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968317,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERT04BTPTF",26/09/21,"473359","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968319,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","CAPU","2692115ERT04BTP*",26/09/21,"968319","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968325,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","2692117ERT04BTPTF",26/09/21,"473366","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968326,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","SMA","2692117ERT04BTP*",26/09/21,"968326","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968327,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","2692117ERT16BTPTF",26/09/21,"473367","","4228","","","","","","","","","E","",28/09/21,,28/09/21,,,""
968328,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","SMA","2692117ERT16BTP*",26/09/21,"968328","","","","","","","","","","","E","Linea sin configuracion: 1",28/09/21,,29/09/21,,,""
968329,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPSETEX","26921113TPP01MTPTF",26/09/21,"473368","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968330,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","2692117ERP16SERTF",26/09/21,"473369","","4228","","","","","","","","","E","",28/09/21,,28/09/21,,,""
968331,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","26921277ERP04AERTF",26/09/21,"473370","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968332,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CHOL","2692121ERP04AERTF",26/09/21,"473371","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968333,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","SMA","2692117TPP01IATHTF",26/09/21,"473372","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968334,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CNORTE","26921279ERP01PERTF",26/09/21,"473373","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968335,"TMS","FACTURA","PROPIO","TMS","CONTACTOS TERRESTRES SA DE CV","Contactos Terrestres","CTE060224DA3","","","","XAXX010101000","ZOCALO","26921102CTP01TVCT1TF",26/09/21,"473374","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968336,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERT16BTPTF",26/09/21,"473375","","4228","","","","","","","","","E","",28/09/21,,28/09/21,,,""
968337,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","CAPU","2692115ERT16BTP*",26/09/21,"968337","","","","","","","","","","","E","Linea sin configuracion: 1",28/09/21,,29/09/21,,,""
968338,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","2692117ERT04MTPTF",26/09/21,"473376","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968339,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","SMA","2692117ERT04MTP*",26/09/21,"968339","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968340,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","2692118ERP04SERTF",26/09/21,"473377","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968341,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","2692117ERP04SERTF",26/09/21,"473378","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968342,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERP01SERTF",26/09/21,"473379","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968343,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","26921115ERP04AERTF",26/09/21,"473380","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968344,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","2692119ERP01AERTF",26/09/21,"473381","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968345,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CHOL","2692121ERT04ITPTF",26/09/21,"473382","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968346,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","CHOL","2692121ERT04ITP*",26/09/21,"968346","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968347,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","2692120ERT04ITPTF",26/09/21,"473383","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968348,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","CAR","2692120ERT04ITP*",26/09/21,"968348","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968349,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPU","2692115TPP01ITPTF",26/09/21,"473384","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968350,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","2692115ERP04PERTF",26/09/21,"473385","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968351,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPSETEX","26921113ERP01PERTF",26/09/21,"473386","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968352,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","PASDEST","26921277TPP01GTTP1TF",26/09/21,"473387","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968353,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPSETEX","26921113TPP01BTPTF",26/09/21,"473388","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968354,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","SMA","2692117TPP01MTPTF",26/09/21,"473389","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968355,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","26921115ERP04SERTF",26/09/21,"473390","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968356,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPSETEX","26921113ERP01SERTF",26/09/21,"473391","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968357,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","26921277ERP44AERTF",26/09/21,"473392","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968358,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","2692119ERP44AERTF",26/09/21,"473393","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968318,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","METJ610401CL2","WEB","26921115E19AE12682F",26/09/21,"473360","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968320,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","RES130904JH8","WEB","26921115E19PE140144F",26/09/21,"473361","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968321,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","RES130904JH8","WEB","26921115E19SE140144F",26/09/21,"473362","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968322,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","SDN8501014D2","SMA","2692117E5SE193F",26/09/21,"473363","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968323,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","SDN8501014D2","TAPO","2692118E5SE193F",26/09/21,"473364","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968324,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","SDN8501014D2","WEB","26921115E19PE12665F",26/09/21,"473365","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968432,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPUR","26092115TTPIRF",26/09/21,"968432","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968433,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","TAPOR","26092118TTPIRF",26/09/21,"968433","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968434,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPUR","26092115TTPMRF",26/09/21,"968434","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968436,"TMS","FACTURA","INTERCOS","TMS","CONTACTOS TERRESTRES SA DE CV","Contactos Terrestres 1","CTE060224DA3","","","","XAXX010101000","CAPUR","26092115CT1TRF",26/09/21,"968436","","","","","","","","","","","E","Linea sin configuracion: 1",28/09/21,,29/09/21,,,""
968746,"ESTACIONAMIENTO","FACTURA","PROPIO","ESTACIONAMIENTO","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","ESTACIONAMEINTO CAPU","AMP521016875","","PUBLICO GENERAL","ESTRELLAROJA","XAXX010101000","CAPU","26092021CAPU",26/09/21,"26092021CAPU","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,1,""
968386,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","HUEJO","2692123ERT04ITP*",26/09/21,"968386","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968387,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","2692123ERT16ITPTF",26/09/21,"473417","","4228","","","","","","","","","E","",28/09/21,,28/09/21,,,""
968388,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","HUEJO","2692123ERT16ITP*",26/09/21,"968388","","","","","","","","","","","E","Linea sin configuracion: 1",28/09/21,,29/09/21,,,""
968389,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SUR","2692125ERP04PERTF",26/09/21,"473418","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968390,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","WEB","26921115TPP04GTTP1TF",26/09/21,"473419","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968391,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CHOL","2692121ERP04SERTF",26/09/21,"473420","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968392,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","2692123ERP04SERTF",26/09/21,"473421","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
968393,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","26921156ERP04SERTF",26/09/21,"473422","","4228","","","","","","","","","S","",28/09/21,,28/09/21,,,""
