ID_INTERFAZ,CD_UNIDAD_OPERATIVA,UNIDAD_OPERATIVA,SISTEMA_ORIGEN,TIPO_DOCUMENTO,TIPO_MOVIMIENTO,COORDINADO,IMPUESTO,ORIGEN_TRANSACCION,TIPO_TRANSACCION_AR,METODO_RECIBO,UNIDAD_NEGOCIO_ORIGEN,NOMBRE_FISCAL_ORIGEN,EMPRESA_ORIGEN,RFC_ORIGEN,UNIDAD_NEGOCIO_DESTINO,NOMBRE_FISCAL_DESTINO,EMPRESA_DESTINO,RFC_DESTINO,SUCURSAL_VENTA,ORIGEN_SERVICIO,DESTINO_SERVICIO,SERVICIO,CONCEPTO_MODALIDAD,FORMA_PAGO,SUMARIZADO,APLICA_AR,APLICA_AP,CUENTA_INGRESOS,CUENTA_COBRAR,CUENTA_IMPUESTO,CUENTA_RETENCION,CUENTA_AP,ADICIONAL1,ADICIONAL2,ADICIONAL3,ADICIONAL4,ADICIONAL5,ADICIONAL6,ADICIONAL7,ADICIONAL8,ADICIONAL9,ADICIONAL10,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CUENTA_INGRESOS_DESC,CUENTA_COBRAR_DESC,CUENTA_IMPUESTO_DESC,CUENTA_RETENCION_DESC,CUENTA_AP_DESC,MEMO_LINE,RECEIPT_METHOD_ID,ORGANIZATION_ID,UNIDAD_OPERATIVA_DESTINO,AP_TERCEROS,CONCILIACION,PREFIJO_CONC,MASCARA_CONC,SUBFIJO_CONC,FRECUENCIA_CONC,TOLERANCIA_CONC
2863,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,WEB,,,VENTAS MISCELANEAS,DEVOLUCION POR HO/CN,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,1,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,TMS-VENTAS MISCELANEAS-CARGO POR CAMBIO DE HORARIO,,3E+14,,,,,,,,
1395,,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101000,CAPSETEX,,,VENTAS MISCELANEAS,PULLMAN PRIMERA CLASE ADO,EFE,,SI,,11-00-01-1199-000-00-0000-2201006-0000-00000,11-00-00-1112-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-SETEX-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-PULLMAN PRIMERA CLASE ADO--,,3E+14,,,,,,,,
1397,,CONTERSA_BU,,,PROPIO,,,,,,,,,CTE060224DA3,,,,,TODOS,,,,,TODOS,,NO,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,3E+14,,,,,,,,
1402,102,CONTERSA_BU,PORTAL,FACTURA,INTERCOS,SI,AP_IVA16,FACTURAS CONTERSA,FACTURA CTE,,,,,CTE060224DA3,,,,AUF580519BF7,,,,ACTIVO FIJO,,,,SI,,05-00-06-1199-000-00-0000-6610101-0000-00000,05-00-06-1199-000-00-0000-1110102-0000-00000,,,06-00-05-1199-000-00-0000-1150103-0000-00000,,,,,,,,,,,,-1,,-1,,CONTACTOS-NA-NA-Administración-NA-NA-NA-Equipo de Transporte-NA-NA,CONTACTOS-NA-FROSUR-Administración-NA-NA-NA-Clientes Crédito-NA-NA,,,FROSUR-NA-CONTACTOS-Administración-NA-NA-NA-Eq. Transporte VH-NA-NA,,,3E+14,,,,,,,,
1320,102,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,ZOCALO,,,SERVICIO DE TURISMO CT1,TERCEROS-ER,BBV,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-CONTACTOS-Administración-Administrativos-NA-NA-Ing. por Arrendamiento de-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,AMPERSA-NA-CONTACTOS-Administración-NA-NA-NA-Venta a terceros-NA-NA,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
1321,102,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,ZOCALO,,,SERVICIO DE TURISMO CT1,TERCEROS-ER,AMX,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-CONTACTOS-Administración-Administrativos-NA-NA-Ing. por Arrendamiento de-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,AMPERSA-NA-CONTACTOS-Administración-NA-NA-NA-Venta a terceros-NA-NA,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--AMX-AR,,3E+14,,,,,,,,
3587,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,CAPU,,,SERVICIO DE EVENTOS CT,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3586,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,PASDEST,,,PULLMAN PRIMERA CLASE CT,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-PULLMAN PRIMERA CLASE CT1-TERCEROS-ER--BBV,,3E+14,,,,,,,,
1325,103,TTP_BU,TMS,FACTURA,TERCEROS,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,,TODOS,,,TODOS,,SOC,,SI,,01-00-00-1199-000-00-0000-2204101-0000-00000,01-00-00-1199-000-00-0000-2204103-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-NA-NA-NA-NA-Ingresos por aplicar Soci-NA-NA,,,,,,3E+14,,,,,,,,
3588,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,PASDEST,,,SERVICIO DE EVENTOS CT,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3589,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,PASDEST,,,SERVICIO DE EVENTOS CT,TERCEROS-ER,AMX,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3590,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,CAPSETEX,,,SERVICIO DE TURISMO CT,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3591,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,PASDEST,,,SERVICIO DE TURISMO CT,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3592,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,PASDEST,,,SERVICIO DE TURISMO CT,TERCEROS-ER,AMX,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3593,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,AMP521016875,WEB,,,VENTAS MISCELANEAS,,BBV,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-VENTAS MISCELANEAS--BBV,,3E+14,,,,,,,,
3594,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,BUAP,,,DIRECTO TTP TTP,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-DIRECTO TTP TTP-TERCEROS-ER--BBV-AR_IVA_EX,,3E+14,,,,,,,,
3595,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,CAPSETEX,,,DIRECTO TTP,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-DIRECTO TTP TTP-TERCEROS-ER--BBV-AR_IVA_EX,,3E+14,,,,,,,,
2980,103,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101111,PANTARA,,,EBUS TTP1,,EFE,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1207-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-EBUS TTP1---EFE-AR_IVA16,,3E+14,,,,,,,,
3596,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,PASDEST,,,EBUS TTP1,TERCEROS-ER,AMX,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-EBUS TTP1-TERCEROS-ER--BBV-AR_IVA16,,3E+14,,,,,,,,
3597,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,PASDEST,,,EBUS TTP1,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-EBUS TTP1-TERCEROS-ER--BBV-AR_IVA16,,3E+14,,,,,,,,
3598,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,PSNDIEGO,,,EBUS TTP1,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-EBUS TTP1-TERCEROS-ER--BBV-AR_IVA16,,3E+14,,,,,,,,
3599,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,PSNDIEGO,,,EBUS TTP1,TERCEROS-ER,AMX,,SI,SI,,,,,,,,,,,,,,,,,1,,1,1,,,,,,PORTAL*-EBUS TTP1-TERCEROS-ER--BBV-AR_IVA16,,3E+14,,,,,,,,
3966,,CONTERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,,WEB,,,SERVICIO DE TURISMO CT,,BBV,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-SERVICIO DE TURISMO CT---EFE-,,3E+14,,,,,,,,
3385,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101000,4PTE,,,VENTAS MISCELANEAS,AUDIFONOS EBUS,EFE,,SI,NO,11-00-00-1101-000-00-0000-6600110-0000-00000,11-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,,,,,,TMS-VENTAS MISCELANEAS-AUDIFONOS EBUS,,3E+14,,,,,,,,
3386,,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101000,BUAP,,,VENTAS MISCELANEAS,INTERMEDIO EORO ERO,EFE,,SI,,11-10-00-1101-111-00-0000-4400101-0000-00000,11-00-00-1111-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,,,,,,TMS-INTERMEDIO EORO---EFE-,,3E+14,,,,,,,,
1346,,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,SMA,,,VENTAS MISCELANEAS,DIRECTO TTP TTP,EFE,,SI,NO,11-10-00-1101-107-00-0000-4400101-0000-00000,11-00-00-1103-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-VENTAS MISCELANEAS-DIRECTO TTP TTP--EFE-AR_IVA,,3E+14,,,SI,,DDMMRRRR,SMAT,D,
1507,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,HUEJO,,,INTERMEDIO,TERCEROS-ER,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-CONTACTOS-Administración-Administrativos-NA-NA-Ing. por Arrendamiento de-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,AMPERSA-NA-CONTACTOS-Administración-NA-NA-NA-Venta a terceros-NA-NA,TMS-INTERMEDIO TTP---EFE-AR_IVA16,,3E+14,,,,,,,,
3270,143,MACRO_BU,,RECIBO,PROPIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,3E+14,,,,,,,,
1508,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,HUEJO,,,DIRECTO TTP,TERCEROS-ER,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-CONTACTOS-Administración-Administrativos-NA-NA-Ing. por Arrendamiento de-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,AMPERSA-NA-CONTACTOS-Administración-NA-NA-NA-Venta a terceros-NA-NA,PORTAL*-DIRECTO TTP TTP-TERCEROS-ER--BBV-AR_IVA_EX,,3E+14,,,,,,,,
1535,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,HUEJO,,,VENTAS MISCELANEAS,INTERMEDIO TTP,EFE,,SI,NO,11-10-00-1101-106-00-0000-4400101-0000-00000,11-00-00-1110-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,TTP-NA-AMPERSA-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-Huejotzingo-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-INTERMEDIO TTP--EFE-AR_IVA_,,3E+14,,,SI,,DDMMRRRR,HUEJOT,D,
3338,,MOVILOMAS_BU,TMS,FACTURA,INTERCOS,,TAS-IVAEXE,Facturas MOVILOMAS,FACTURA MOV,,,,,MLO120419J96,,,,,CAPUR,,,MOVILOMAS,,EFE,,SI,,22-27-00-1101-000-00-0000-4400101-0000-00000,22-00-00-1199-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,,,,,,TMS-MOVILOMAS---EFEC-AP_IVA_NO_GRAVADO,,3E+14,,,,,,,,
3339,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,SMA,,,PULLMAN PRIMERA CLASE CT,TERCEROS-ER,BBV,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,,,,,,PORTAL*-PULLMAN PRIMERA CLASE CT1-TERCEROS-ER--BBV,,3E+14,,,,,,,,
3340,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,TOU4PTE,,,SERVICIO DE EVENTOS CT,TERCEROS-ER,BBV,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3341,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,AMP521016875,WEB,,,SERVICIO DE EVENTOS CT,TERCEROS-ER,BBV,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
3342,,CONTERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,XAXX010101000,SMAB,,,SERVICIO DE TURISMO CT,,EFE,,SI,,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,,,,,,TMS-SERVICIO DE TURISMO---EFE-,,3E+14,,,,,,,,
3343,,CONTERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,XAXX010101000,TOU4PTE,,,SERVICIO DE EVENTOS CT,,EFE,,SI,,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,,,,,,TMS-SERVICIO DE TURISMO CT---EFE-,,3E+14,,,,,,,,
1542,,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,,SMA,,,DIRECTO TTP,,OR1,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1103-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-DIRECTO TTP---OR1-,,3E+14,,,,,,,,
1545,,TTP_BU,TMS,FACTURA,PROPIO,NO,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,,TAPOR,,,DIRECTO TTP,,EFE,,SI,NO,11-10-00-1101-107-00-0000-4400101-0000-00000,11-00-00-1199-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-Intermedio-NA-CAPU-Directos San Martin-NA-NA-Por Transporte de Pasajer-NA-NA,,,,,TMS-DIRECTO TTP---EFE-AR_IVA_16,,3E+14,,,,,,,,
3364,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,MNE0409226K9,TODOS,,,Cartas Porte Viaje,REFRIGERADOS,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-REFRIGERADOS-CRE-,,3E+14,,,,,,,,
1547,102,CONTERSA_BU,TMS,FACTURA,PROPIO,,,FACTURAS CONTERSA,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,MANA790115MC8,ZOCALO,,,SERVICIO DE TURISMO TRANVIA,,VJS,,SI,,05-00-01-1199-000-00-0000-2201006-0000-00000,05-00-01-1199-000-00-0000-1111003-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-FROSUR-Administración-NA-NA-NA-Venta a terceros-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Intercompañías-NA-NA,,,,TMS-SERVICIO DE TURISMO TRANVIA-VJS-CT,,3E+14,,,,,,,,
3365,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,MNE0409226K9,TODOS,,,Cartas Porte Viaje,MANIOBRAS,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-MANIOBRAS-CRE-,,3E+14,,,,,,,,
3366,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,KCM810226DEA,TODOS,,,Cartas Porte Dedicado,REFRIGERADOS,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-REFRIGERADOS-CRE-,,3E+14,,,,,,,,
3367,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,KCM810226DEA,TODOS,,,Cartas Porte Dedicado,CASETAS AL 16%,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Dedicado-REFRIGERADOS-CRE-,,3E+14,,,,,,,,
3368,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,KCM810226DEA,TODOS,,,Cartas Porte Dedicado,MANIOBRAS,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Dedicado-MANIOBRAS-CRE-,,3E+14,,,,,,,,
3369,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,KCM810226DEA,TODOS,,,Cartas Porte Dedicado,RENTA DEDICADO,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Dedicado-RENTA DEDICADO-CRE-,,3E+14,,,,,,,,
3370,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,HME980911KW7,TODOS,,,Cartas Porte Viaje,REFRIGERADOS,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-REFRIGERADOS-CRE-,,3E+14,,,,,,,,
1522,,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,,CAPUR,,,BICENTENARIO A,,EFE,,SI,,11-00-18-1199-000-00-0000-2201006-0000-00000,11-00-00-1199-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-Intermedio-NA-CAPU-Directos San Martin-NA-NA-Por Transporte de Pasajer-NA-NA,,,,,TMS-BICENTENARIO A---EFE-TTP,,3E+14,,,,,,,,
1528,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,CHOL,,,VENTAS MISCELANEAS,INTERMEDIO TTP,EFE,,SI,NO,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1109-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,TTP-NA-AMPERSA-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-Cholula-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-INTERMEDIO TTP--EFE-AR_IVA_,,3E+14,,,SI,,DDMMRRRR,CHOLT,D,
3253,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,WEB,,,EBUS TTP1,TERCEROS-ER,BBV,,SI,NO,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1199-000-00-0000-1101604-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,1,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,PORTAL*-EBUS TTP1-TERCEROS-ER--BBV-AR_IVA16,,3E+14,,,,,,,,
4266,,TTP_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION TTP TMS,HSBC 0764,,,,TTP050504P51,,,,,PCHALCO,,,VENTAS MISCELANEAS,INTERMEDIO TTP,EFE,,SI,NO,,,,,,,,,,,,,,,,,1,,4.04181E+16,1,,,,,,TMS-VENTAS MISCELANEAS-INTERMEDIO TTP--EFE-AR_IVA_,,3E+14,,,SI,,DDMMRRRR,CHALCOT,D,
4466,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,,CHOL,,,EBUS TTP1,,EFE,,SI,NO,,,,,,,,,,,,,,,,,1,,4.04181E+16,1,,,,,,TMS-EBUS TTP1---EFE-AR_IVA16,,3E+14,,,SI,,DDMMRRRR,CHOLT,D,
